Name,Transliteration,Meaning,Language
Фирдавс,Firdavs,Paradise,Uzbek
Феруза,Firuza,Precious Stone,Uzbek
Ғани,Ghani,"Rich, Wealthy",Uzbek
Гулбаҳор,Gulbahor,Spring Flower,Uzbek
Гули,Guli,Flower,Uzbek
Ҳамид,Hamid,"Praised, Commended",Uzbek
Ҳасан,Hasan,"Handsome, Good",Uzbek
Ҳанифа,Hanifa,True Believer,Uzbek
Ҳуршид,Hurshid,"Sun, Radiant",Uzbek
Иброҳим,Ibrohim,Father of Nations,Uzbek
Илёс,Ilyos,Prophet Elijah,Uzbek
Имрон,Imron,"Prosperous, Thriving",Uzbek
Ислом,Islom,"Peace, Submission",Uzbek
Иқбол,Iqbol,Prosperity,Uzbek
Жаҳонгир,Jahongir,Conqueror of the World,Uzbek
Жавоҳир,Javohir,"Jewel, Gem",Uzbek
Камол,Kamol,"Perfection, Excellence",Uzbek
Карим,Karim,"Generous, Noble",Uzbek
Лола,Lola,Tulip,Uzbek
Лайло,Laylo,Night,Uzbek
Лутфия,Lutfiyah,"Kind, Gracious",Uzbek
Малика,Malika,Queen,Uzbek
Машҳур,Mashhur,"Famous, Well-known",Uzbek
Мавжуда,Mavjuda,"Existing, Alive",Uzbek
Меҳриддин,Mehriddin,Kindness of Faith,Uzbek
Музаффар,Muzaffar,Victorious,Uzbek
Нодир,Nodir,"Rare, Unique",Uzbek
Назира,Nazira,"Blooming, Bright",Uzbek
Нилуфар,Nilufar,Water Lily,Uzbek
Нозим,Nozim,"Organizer, Regulator",Uzbek
Ойбек,Oybek,Moon King,Uzbek
Ойгул,Oygul,Moon Flower,Uzbek
Парвиз,Parviz,"Success, Victory",Uzbek
Пахлавон,Pakhlavon,"Hero, Strong",Uzbek
Равшан,Ravshan,"Clear, Bright",Uzbek
Ризо,Rizo,Contentment,Uzbek
Рустам,Rustam,Strong Man,Uzbek
Сабрина,Sabrina,"Patient, Enduring",Uzbek
Саид,Said,"Fortunate, Happy",Uzbek
Сафар,Safar,"Journey, Travel",Uzbek
Сарвар,Sarvar,"Chief, Leader",Uzbek
Севинч,Sevinch,"Joy, Happiness",Uzbek
Саъдулла,Sa’dulla,Blessing of God,Uzbek
Шаҳло,Shahlo,Big Eyes,Uzbek
Шариф,Sharif,"Noble, Honest",Uzbek
Содиқ,Sodiq,"Faithful, Loyal",Uzbek
Сурайё,Surayyo,Pleiades Constellation,Uzbek
Сунатилло,Sunatillo,Gift of God,Uzbek
Тоҳир,Tohir,"Pure, Clean",Uzbek
Толиб,Tolib,"Seeker, Student",Uzbek
Умид,Umid,Hope,Uzbek
Умар,Umar,"Flourishing, Thriving",Uzbek
Усмон,Usmon,Baby Bustard,Uzbek
Ўктам,Oktam,"Strong, Mighty",Uzbek
Фаррух,Farrukh,"Happy, Blessed",Uzbek
Хадича,Khadicha,"Trustworthy, Honorable",Uzbek
Хусниддин,Khusniddin,Beauty of Faith,Uzbek
Ҳусан,Husan,"Handsome, Beautiful",Uzbek
Ҳасанбой,Hasan,Handsome Boy,Uzbek
Чаман,Chaman,"Garden, Flowerbed",Uzbek
Шавкат,Shavkat,"Majesty, Dignity",Uzbek
Шоҳрух,Shokhruh,Face of a King,Uzbek
Юсуф,Yusuf,"God will add, Increase",Uzbek
Ёдгор,Yodgor,"Memory, Souvenir",Uzbek
Яҳё,Yahyo,"Life, Living",Uzbek
Захир,Zahir,"Bright, Shining",Uzbek
Зарина,Zarina,Golden,Uzbek
Зилола,Zilola,"Soft, Delicate",Uzbek
Зафар,Zafar,Victory,Uzbek
Зокир,Zokir,"Remembering, Praising",Uzbek
Аброр,Abror,"Pious, Virtuous",Uzbek
Аҳмад,Ahmad,Highly Praised,Uzbek
Аниса,Anisa,"Friendly, Affectionate",Uzbek
Асадулло,Asadullo,Lion of God,Uzbek
Асқар,Asqar,"Soldier, Warrior",Uzbek
Асқарбек,Asqarbek,Warrior King,Uzbek
Баҳодир,Bahodir,"Brave, Heroic",Uzbek
Бахтнисо,Baxtniso,Fortunate Woman,Uzbek
Бекзод,Bekzod,Born to a Prince,Uzbek
Беҳруз,Bekhruz,Best Day,Uzbek
Беҳнам,Bekhnam,"Good Name, Honorable",Uzbek
Дилбар,Dilbar,Heart-Ravishing,Uzbek
Дилноза,Dilnoza,Charming Heart,Uzbek
Дилшодбек,Dilshodbk,Happy King,Uzbek
Даврон,Davron,"Era, Age",Uzbek
Давронбек,Davronbek,King of the Era,Uzbek
Эргаш,Ergash,"Devoted, Attached",Uzbek
Эргашбой,Ergashboy,Devoted Boy,Uzbek
Жамшид,Jamshid,"Bright, Radiant",Uzbek
Жавлонбек,Javlonbek,Speed King,Uzbek
Жамолиддин,Jamoliddin,Beauty of Faith,Uzbek
Жахонгир,Jahongir,Conqueror of the World,Uzbek
Жахонгирбек,Jahongirbek,King of the World,Uzbek
Каримжон,Karimjon,Generous Soul,Uzbek
Камолиддин,Kamoliddin,Perfection of Faith,Uzbek
Қаҳрамон,Qahramon,"Hero, Warrior",Uzbek
Қаҳрамонбек,Qahramonbek,King Hero,Uzbek
Латофат,Latoqat,"Grace, Elegance",Uzbek
Латофатхон,Latoqathon,Lady of Grace,Uzbek
Лолафруз,Lolafruz,Bringing Joy,Uzbek
Лотин,Lotin,"Elegant, Graceful",Uzbek
Маҳкам,Mahkam,"Firm, Strong",Uzbek
Маликахон,Malikakhon,Lady of the Land,Uzbek
Мафтуна,Maftuna,"Enchanted, Fascinated",Uzbek
Мафтунахон,Maftunakhon,Fascinated Lady,Uzbek
Мадина,Madina,City of the Prophet,Uzbek
Мадинахон,Madinakhon,Lady of Madina,Uzbek
Мавжуда,Mavjuda,"Existing, Alive",Uzbek
Моҳира,Mohira,"Skillful, Expert",Uzbek
An,,"Peace, Safety",Vietnamese
Anh,,"Intelligent, Bright",Vietnamese
Bao,,"Treasure, Precious",Vietnamese
Bích,,Jade,Vietnamese
Bình,,"Peaceful, Calm",Vietnamese
Bảo,,"Precious, Valuable",Vietnamese
Cẩm,,"Velvet, Precious Stone",Vietnamese
Châu,,Pearl,Vietnamese
Chi,,"Branch, Twig",Vietnamese
Dũng,,"Courageous, Brave",Vietnamese
Diễm,,"Elegant, Graceful",Vietnamese
Duy,,"Wisdom, Intellect",Vietnamese
Duyên,,"Charm, Grace",Vietnamese
Đan,,"Simple, Sincere",Vietnamese
Đạt,,"Achieve, Accomplish",Vietnamese
Đức,,"Virtue, Moral",Vietnamese
Dung,,"Appearance, Beauty",Vietnamese
Giang,,"River, Waterway",Vietnamese
Hà,,River,Vietnamese
Hải,,"Sea, Ocean",Vietnamese
Hạnh,,"Happiness, Good Virtue",Vietnamese
Hân,,"Joyful, Cheerful",Vietnamese
Hiền,,"Gentle, Kind",Vietnamese
Hoài,,"Cherish, Always Remember",Vietnamese
Hoàng,,"Royal, Noble",Vietnamese
Hồng,,"Pink, Red",Vietnamese
Hương,,"Fragrance, Aroma",Vietnamese
Huệ,,"Intelligent, Wise",Vietnamese
Hùng,,"Heroic, Strong",Vietnamese
Huy,,"Glorious, Radiant",Vietnamese
Khánh,,"Celebration, Happy Occasion",Vietnamese
Khoa,,"Scholarly, Learned",Vietnamese
Khôi,,"Handsome, Outstanding",Vietnamese
Kiên,,"Steadfast, Resolute",Vietnamese
Kiều,,"Graceful, Beautiful",Vietnamese
Lan,,Orchid,Vietnamese
Lâm,,"Forest, Woods",Vietnamese
Lệ,,"Tear, Beautiful",Vietnamese
Liên,,Lotus Flower,Vietnamese
Linh,,"Soul, Spirit",Vietnamese
Long,,Dragon,Vietnamese
Lộc,,"Prosperity, Fortune",Vietnamese
Ly,,Lion,Vietnamese
Mai,,Apricot Flower,Vietnamese
Minh,,"Bright, Clear",Vietnamese
My,,"Pretty, Charming",Vietnamese
Nam,,"South, Male",Vietnamese
Ngân,,"Silver, Treasure",Vietnamese
Ngọc,,"Gem, Precious Stone",Vietnamese
Nguyên,,"Original, Complete",Vietnamese
Nhật,,"Sun, Day",Vietnamese
Như,,"As, Like",Vietnamese
Phát,,"Prosper, Grow",Vietnamese
Phong,,"Wind, Style",Vietnamese
Phúc,,"Blessing, Happiness",Vietnamese
Phương,,"Direction, Method",Vietnamese
Quang,,"Bright, Radiant",Vietnamese
Quế,,Cinnamon,Vietnamese
Quỳnh,,Night Blooming Flower,Vietnamese
Quyền,,"Power, Authority",Vietnamese
Sơn,,Mountain,Vietnamese
Tài,,"Talent, Ability",Vietnamese
Tâm,,"Heart, Mind",Vietnamese
Tân,,"New, Fresh",Vietnamese
Thảo,,"Grass, Good Virtue",Vietnamese
Thanh,,"Blue, Green, Youthful",Vietnamese
Thi,,"Poetry, Poetic",Vietnamese
Thoa,,"Hairpin, Elegant",Vietnamese
Thu,,Autumn,Vietnamese
Thúy,,"Graceful, Youthful",Vietnamese
Thủy,,Water,Vietnamese
Thúy,,"Green, Youthful",Vietnamese
Tiến,,"Advance, Progress",Vietnamese
Trân,,"Precious, Treasured",Vietnamese
Trang,,"Serious, Dignified",Vietnamese
Trinh,,"Pure, Chaste",Vietnamese
Trúc,,Bamboo,Vietnamese
Tú,,"Elegant, Beautiful",Vietnamese
Tuấn,,"Handsome, Talented",Vietnamese
Tùng,,Pine Tree,Vietnamese
Tuyết,,Snow,Vietnamese
Uy,,"Powerful, Authority",Vietnamese
Vân,,Cloud,Vietnamese
Việt,,"Vietnamese, Distinguished",Vietnamese
Vi,,"Tiny, Micro",Vietnamese
Vinh,,"Glory, Honor",Vietnamese
Xuân,,Spring,Vietnamese
Yến,,Swallow Bird,Vietnamese
Ánh,,"Light, Radiance",Vietnamese
Bảo Châu,,Precious Pearl,Vietnamese
Bảo Ngọc,,Precious Gemstone,Vietnamese
Bình An,,"Peaceful, Safe",Vietnamese
Cẩm Tú,,Beautiful Silk,Vietnamese
Diệp,,"Leaf, Page",Vietnamese
Gia Bảo,,Family Treasure,Vietnamese
Gia Hân,,Family Joy,Vietnamese
Gia Huy,,Family Glory,Vietnamese
Hải Đăng,,Lighthouse,Vietnamese
Hải Nam,,South Sea,Vietnamese
Hải Yến,,Sea Swallow,Vietnamese
Hoài An,,Eternal Peace,Vietnamese
Hoàng Anh,,Yellow Blossom,Vietnamese
Hoàng Bảo,,Royal Treasure,Vietnamese
Hoàng Hải,,Golden Sea,Vietnamese
Hoàng Nam,,Southern King,Vietnamese
Hoàng Sơn,,Golden Mountain,Vietnamese
Hương Giang,,Perfumed River,Vietnamese
Khả Hân,,Full of Joy,Vietnamese
Khánh An,,Peaceful Celebration,Vietnamese
Khánh Linh,,Joyful Spirit,Vietnamese
Kim Chi,,Golden Branch,Vietnamese
Kim Ngân,,Gold and Silver,Vietnamese
Kim Oanh,,Golden Bell,Vietnamese
Lan Anh,,Orchid Blossom,Vietnamese
Minh Anh,,Bright Intelligence,Vietnamese
Minh Khang,,Brilliant and Healthy,Vietnamese
Minh Ngọc,,Bright Gem,Vietnamese
Minh Phúc,,Bright Blessing,Vietnamese
Minh Quân,,Bright Ruler,Vietnamese
Minh Thư,,Bright and Scholarly,Vietnamese
Ngọc Anh,,Precious Gem,Vietnamese
Ngọc Diệp,,Precious Leaf,Vietnamese
Ngọc Lan,,Precious Orchid,Vietnamese
Ngọc Minh,,Bright Gem,Vietnamese
Ngọc Quỳnh,,Precious Night Flower,Vietnamese
Ngọc Tú,,Precious and Elegant,Vietnamese
Nguyệt Ánh,,Moonlight,Vietnamese
Như Quỳnh,,As Night Flower,Vietnamese
Phúc An,,Blessed Peace,Vietnamese
Phúc Hưng,,Blessed Prosperity,Vietnamese
Phúc Lâm,,Blessed Forest,Vietnamese
Quế Anh,,Cinnamon Blossom,Vietnamese
Quỳnh Anh,,Night Flower Blossom,Vietnamese
Quỳnh Chi,,Night Flower Branch,Vietnamese
Sơn Hà,,Mountain and River,Vietnamese
Tâm An,,Peaceful Heart,Vietnamese
Thanh Hà,,Clear River,Vietnamese
Thanh Hằng,,Clear Moon,Vietnamese
Thanh Hoa,,Clear Flower,Vietnamese
Thanh Tâm,,Clear Heart,Vietnamese
Thu Hằng,,Autumn Moon,Vietnamese
Thu Hiền,,Gentle Autumn,Vietnamese
Thu Thủy,,Autumn Water,Vietnamese
Thu Vân,,Autumn Cloud,Vietnamese
Thùy Anh,,Gentle and Intelligent,Vietnamese
Thùy Dung,,Gentle Appearance,Vietnamese
Thùy Linh,,Gentle Spirit,Vietnamese
Thủy Tiên,,Daffodil,Vietnamese
Trúc Linh,,Bamboo Spirit,Vietnamese
Tuấn Anh,,Handsome and Intelligent,Vietnamese
Tùng Lâm,,Pine Forest,Vietnamese
Tuyết Mai,,Snow Apricot Blossom,Vietnamese
Tuyết Trinh,,Pure as Snow,Vietnamese
Uy Vũ,,Powerful and Strong,Vietnamese
Xuân Mai,,Spring Apricot Blossom,Vietnamese
Yên Bằng,,Peaceful,Vietnamese
Yến Trang,,Elegant Swallow,Vietnamese
Aled,,"Offspring, Child",Welsh
Alun,,"Rock, Harmony",Welsh
Aneurin,,"Noble, Gold",Welsh
Anwen,,Very Beautiful,Welsh
Arwen,,"Fair, Fine",Welsh
Bleddyn,,Wolf,Welsh
Bran,,Raven,Welsh
Bronwen,,"Fair-breasted, White-breasted",Welsh
Bryn,,Hill,Welsh
Cadell,,"Battle, Warrior",Welsh
Cadfael,,Battle Prince,Welsh
Cadoc,,"Battle, War",Welsh
Carys,,Love,Welsh
Carwyn,,Blessed Love,Welsh
Catrin,,Pure,Welsh
Ceinwen,,"Blessed, Beautiful",Welsh
Ceri,,"Love, Precious",Welsh
Cledwyn,,"Fair, Blessed",Welsh
Clyd,,"Warm, Cosy",Welsh
Dafydd,,Beloved,Welsh
Delwyn,,Pretty and Blessed,Welsh
Dylan,,Great Sea,Welsh
Efa,,"Life, Living",Welsh
Eirian,,"Bright, Splendid",Welsh
Eirlys,,Snowdrop,Welsh
Elen,,"Light, Torch",Welsh
Emlyn,,Industrious,Welsh
Enfys,,Rainbow,Welsh
Eurig,,"Gold, Golden",Welsh
Ffion,,Foxglove,Welsh
Geraint,,"Old Man, Elder",Welsh
Gethin,,"Dark-skinned, Dusky",Welsh
Glyndwr,,Valley Water,Welsh
Goronwy,,White Light,Welsh
Guto,,Strong Chief,Welsh
Gwyn,,"Fair, Blessed",Welsh
Gwyneth,,"Blessed, Happy",Welsh
Gwen,,"White, Blessed",Welsh
Gwenllian,,"Blessed, Holy",Welsh
Gwydion,,Born of Trees,Welsh
Haf,,Summer,Welsh
Harri,,Ruler of the Home,Welsh
Heulwen,,Sunshine,Welsh
Huw,,"Heart, Mind",Welsh
Iestyn,,"Just, Righteous",Welsh
Ifan,,Gift of God,Welsh
Iolo,,Worthy Lord,Welsh
Iwan,,God is Gracious,Welsh
Lili,,Lily,Welsh
Llew,,Lion,Welsh
Llewelyn,,Like a Lion,Welsh
Llinos,,Linnet (bird),Welsh
Llyr,,Sea,Welsh
Lowri,,Laurel,Welsh
Mabon,,"Son, Young Warrior",Welsh
Mared,,Pearl,Welsh
Marged,,Pearl,Welsh
Megan,,Pearl,Welsh
Meical,,Who is Like God?,Welsh
Merfyn,,Mariner,Welsh
Morwenna,,"Fair, White Sea",Welsh
Myfanwy,,My Dear One,Welsh
Nia,,"Bright, Radiant",Welsh
Nesta,,"Pure, Holy",Welsh
Owain,,Youthful Warrior,Welsh
Osian,,Little Deer,Welsh
Peredur,,Hard Spear,Welsh
Prys,,Zealous,Welsh
Rhian,,Maiden,Welsh
Rhianwen,,Fair Maiden,Welsh
Rhiannon,,Great Queen,Welsh
Rhodri,,Wheel King,Welsh
Rhun,,"Great, Mighty",Welsh
Rhys,,"Enthusiasm, Ardor",Welsh
Rhosyn,,Rose,Welsh
Sian,,God is Gracious,Welsh
Seren,,Star,Welsh
Siwan,,God is Gracious,Welsh
Steffan,,"Crown, Garland",Welsh
Tegid,,"Fair, Beautiful",Welsh
Tegan,,"Beautiful, Fair",Welsh
Tegwen,,Beautiful and Blessed,Welsh
Tewdwr,,Gift of God,Welsh
Twm,,Twin,Welsh
Trefor,,Large Village,Welsh
Tudur,,Ruler of the People,Welsh
Urien,,Privileged,Welsh
Wyn,,"Fair, Blessed",Welsh
Ynyr,,"Honor, Respect",Welsh
Aeron,,Berry,Welsh
Alis,,"Noble, Kind",Welsh
Arddun,,"Beautiful, Respected",Welsh
Beca,,Ensnarer,Welsh
Bedwyr,,Knight of the Round Table,Welsh
Beti,,God is My Oath,Welsh
Blodwen,,White Flower,Welsh
Caradoc,,Beloved,Welsh
Cari,,Love,Welsh
Cathryn,,Pure,Welsh
Ceinwen,,"Blessed, Beautiful",Welsh
Celyn,,Holly,Welsh
Ceri,,"Love, Precious",Welsh
Delyth,,"Neat, Pretty",Welsh
Eleri,,River,Welsh
Emyr,,Ruler,Welsh
Eos,,Nightingale,Welsh
Glyn,,Valley,Welsh
Gruffudd,,Strong Grip,Welsh
Gwenfair,,"Blessed, White",Welsh
Gwilym,,Resolute Protection,Welsh
Gwladys,,Princess,Welsh
Hafwen,,Blessed Summer,Welsh
Idwal,,Lord of the Wall,Welsh
Iolo,,Worthy Lord,Welsh
Islwyn,,Below the Grove,Welsh
Leuan,,Youth,Welsh
Llion,,Lion,Welsh
Llywarch,,Leader of the Army,Welsh
Madog,,Benefactor,Welsh
Mael,,Prince,Welsh
Meilyr,,"Prince, Chief",Welsh
Morys,,Sea Warrior,Welsh
Nefyn,,Daughter of Brythnoth,Welsh
Owena,,Youthful,Welsh
Pennar,,Headland,Welsh
Prys,,Zealous,Welsh
Rhiain,,"Queen, Pure",Welsh
Sioned,,God is Gracious,Welsh
Sulwen,,Fair Sun,Welsh
Taliesin,,Shining Brow,Welsh
Teifion,,From the River Teifi,Welsh
Trystan,,"Tumult, Outcry",Welsh
Urddol,,Honourable,Welsh
Wren,,Ruler of the People,Welsh
Wyon,,"Fair, Blessed",Welsh
Ystrad,,Broad Valley,Welsh
Ywen,,Yew Tree,Welsh
Adain,,"Wing, Bird",Welsh
Awen,,"Muse, Inspiration",Welsh
Betrys,,Bringer of Joy,Welsh
Caer,,Fortress,Welsh
Cedwyn,,Fair and Blessed,Welsh
Cledwyn,,"Fair, Blessed",Welsh
Collen,,Hazel Tree,Welsh
Cradoc,,Beloved,Welsh
Dinas,,"Fort, Stronghold",Welsh
Elidir,,Iron Man,Welsh
Elliw,,Very Light,Welsh
Emlyn,,Industrious,Welsh
Heledd,,"Generous, Kind",Welsh
Heddwyn,,Blessed Peace,Welsh
Irfon,,River,Welsh
Luned,,"Idol, Image",Welsh
Llywen,,White or Fair,Welsh
Maddoc,,Benefactor,Welsh
Penri,,Head of the Land,Welsh
Pryderi,,"Care, Anxiety",Welsh
Tegid,,"Fair, Beautiful",Welsh
Tomos,,Twin,Welsh
Anathi,,They are with us,Xhosa
Akhona,,A present,Xhosa
Aphiwe,,They are given,Xhosa
Babalwa,,Someone who is graced,Xhosa
Bathandwa,,Beloved,Xhosa
Buhle,,Beauty,Xhosa
Bongani,,To be thankful,Xhosa
Cebisa,,One who can give advice,Xhosa
Esihle,,Someone who is beautiful,Xhosa
Fezeka,,Fulfilled,Xhosa
Fundiswa,,Educated,Xhosa
Funeka,,The one who is needed,Xhosa
Gcobisa,,The one who is exciting,Xhosa
Khanyiswa,,The one who lights up,Xhosa
Khethiwe,,The chosen one,Xhosa
Khunjulwa,,The one who will be remembered,Xhosa
Kuhle,,Wellness,Xhosa
Lindelwa,,The one who was awaited,Xhosa
Lulama,,Someone who is mild and soft-spoken,Xhosa
Mafungwashe,,The first girl,Xhosa
Mandela,,Name to honor Nelson Mandela,Xhosa
Mncedisi,,A helper,Xhosa
Mthobeli,,The obedient one,Xhosa
Nandipha,,The one who has good taste,Xhosa
Nceba,,Mercy,Xhosa
Ndiliswa,,The respected one,Xhosa
Nobomi,,Life,Xhosa
Nocawe,,The girl who was born on Sunday,Xhosa
Nomthandazo,,A prayer,Xhosa
Nomuula,,Rain,Xhosa
Nomlanga,,The sun,Xhosa
Nontasasa,,The one who is born in the early morning,Xhosa
Notumato,,The one who is beautiful at birth,Xhosa
Nofoto,,Someone who is like her grandmother,Xhosa
Nkosazana,,A princess,Xhosa
Nomble,,The one who is graced with beauty,Xhosa
Ntombentsha,,A new girl,Xhosa
Olwethu,,The one who is your own,Xhosa
Qaqamba,,The one who shines bright,Xhosa
Simthandile,,We have loved her,Xhosa
Siphosethu,,The one who is your gift,Xhosa
Sisipho,,The one who is your gift,Xhosa
Thandiwe,,Someone who is loved,Xhosa
Themba,,The one who is trusted,Xhosa
Thembeka,,The one who is trustworthy,Xhosa
Thozoma,,Calmness,Xhosa
Vuyokazi,,Happiness,Xhosa
Zimkhitha,,The one who has dignity,Xhosa
Zintle,,The beautiful one,Xhosa
Mahlubandile,,The clan has increased,Xhosa
Uuka,,Ready to rise up,Xhosa
Daluxolo,,Believer in peace,Xhosa
Fezile,,Accomplished,Xhosa
Gcobani,,Joyful,Xhosa
Aviwe,,The one who has been heard,Xhosa
Ayabonga,,Grateful,Xhosa
Bhutana,,Little brother,Xhosa
Bonginkosi,,Thanking god,Xhosa
Bulelani,,To be thankful,Xhosa
Dumisa,,Praise,Xhosa
Fezekile,,Complemented,Xhosa
Fundani,,To learn,Xhosa
Gugulethu,,Proud of,Xhosa
Jongikhaya,,The one who will watch over the home,Xhosa
Khwezi,,A star,Xhosa
Khuselwa,,The one who will always protect,Xhosa
Langa,,The sun,Xhosa
Lonwabo,,Happiness,Xhosa
Lubabalo,,Full of grace,Xhosa
Luthando,,Love,Xhosa
Luzuko,,Glory,Xhosa
Lwazi,,Full of knowledge,Xhosa
Mabhuti,,Little brother,Xhosa
Madoda,,Men,Xhosa
Malibongwe,,Let it be praised,Xhosa
Mandla,,The one who has power,Xhosa
Mangaliso,,Wonderful,Xhosa
Mbulelo,,Thankfulness,Xhosa
Meluzmi,,The one who represents home,Xhosa
Mkhokeli,,A leader,Xhosa
Mthandeni,,Love him,Xhosa
Mpumelelo,,Success,Xhosa
Nkokheli,,A leader,Xhosa
Nkululeko,,Freedom,Xhosa
Ntando,,The one with a strong will,Xhosa
Nyaniso,,Truthfulness,Xhosa
Qaqambile,,Brightness,Xhosa
Sibabalwe,,The one who is blessed,Xhosa
Silumko,,A wise man,Xhosa
Abongile,,Thankfulness,Xhosa
Andile,,Increase,Xhosa
Andisiwe,,More increase,Xhosa
Andiswa,,Increase,Xhosa
Asanda,,Still increasing,Xhosa
Bantu,,People,Xhosa
Bhekinkosi,,Look up to the Lord,Xhosa
Bonani,,See,Xhosa
Bonelwa,,Seen for,Xhosa
Bongeka,,Be thankable,Xhosa
Bongikhaya,,Thank the home,Xhosa
Boniswa,,Show,Xhosa
Bukelwa,,Be admirable,Xhosa
Buyiswa,,Be returned,Xhosa
Buzwe,,Nationhood,Xhosa
Cebo,,Plan,Xhosa
Celiwe,,Asked for,Xhosa
Cikizwa,,Pretty,Xhosa
Coceka,,Cleanliness,Xhosa
Cokisa,,Selective,Xhosa
Dalumzi,,Home-maker,Xhosa
Deliwe,,Looked down to,Xhosa
Dengana,,Little fool,Xhosa
Diliza,,Break down,Xhosa
Dingikhaya,,One with no home,Xhosa
Dingindawo,,One with no space,Xhosa
Dubula,,To shoot,Xhosa
Dumile,,Notorious,Xhosa
Dumisani,,Praise (in plural),Xhosa
Faniswa,,Resemblance,Xhosa
Fikile,,Arrived,Xhosa
Fumanekile,,Recovered,Xhosa
Fungile,,Vowed,Xhosa
Fuzile,,Genes,Xhosa
Gqibelo,,Last one,Xhosa
Hlomela,,Insert,Xhosa
Jama,,Stare,Xhosa
Jikela,,Go around,Xhosa
Jongephi,,Looking where,Xhosa
Jongilanga,,Watching the sun,Xhosa
Jonginkosi,,Watching over the lord,Xhosa
Kholeka,,To please,Xhosa
Kholiwe,,Believed,Xhosa
Khuthala,,Diligent,Xhosa
Khuzani,,Rebuke,Xhosa
Lelethu,,It’s ours (inheritance),Xhosa
Lifa,,Inheritance,Xhosa
Lindani,,Await,Xhosa
Lindela,,Await,Xhosa
Lindikhaya,,Wait for home,Xhosa
Lindisizwe,,Waiting for a country,Xhosa
Lindiwe,,Awaited,Xhosa
Lizo,,Alm,Xhosa
Lulamile,,Tamed,Xhosa
Lumka,,Be careful,Xhosa
Lundi,,Horizon,Xhosa
Lungelo,,Right,Xhosa
Luxolo,,Peace,Xhosa
Luyolo,,Pleasure,Xhosa
Lwandle,,Sea,Xhosa
Mcebisi,,Counsellor,Xhosa
Melisizwe,,Leader of the nation,Xhosa
Melokuhle,,Stand for goodness,Xhosa
Menzi,,The doer,Xhosa
Mesuli,,Wipe,Xhosa
Methuli,,The unloader,Xhosa
Mgcineni,,Keep him,Xhosa
Mkhuseli,,The shielder,Xhosa
Mnyamezeli,,Endure,Xhosa
Mongezi,,Addition,Xhosa
Mpendulo,,Answer,Xhosa
Mpilo,,Health,Xhosa
Mthetheleli,,Advocate,Xhosa
Mthimkhulu,,Big tree,Xhosa
Mthunzi,,Shadow,Xhosa
Mthuthuzeli,,Comforter,Xhosa
Mxolisi,,Maintain peace,Xhosa
Mzimasi,,Attend,Xhosa
Mzoxolo,,Home of peace,Xhosa
Mzukisi,,Praiser,Xhosa
Mzwakhe,,His home,Xhosa
Mzwamadoda,,Home for men only,Xhosa
Mzwandile,,Home has increased,Xhosa
Ndothusile,,Shocked,Xhosa
Neliswa,,Satisfied,Xhosa
Nesiwe,,Nursed,Xhosa
Neziswa,,Be fulfilled,Xhosa
Njongo,,Aim / goal,Xhosa
Nkosiphendule,,Lord has answered,Xhosa
Nobuhle,,Beauty queen,Xhosa
Nocwaka,,Quietness,Xhosa
Nokhanyo,,With lightness,Xhosa
Nokukhanya,,The light,Xhosa
Nokuthula,,Quiet person,Xhosa
Nokwanda,,With increase,Xhosa
Nolitha,,Beam of light,Xhosa
Nolubabalo,,With grace,Xhosa
Nolukholo,,Faith,Xhosa
Nolusindiso,,With salvation,Xhosa
Noluthando,,With love,Xhosa
Noluvo,,Opinion,Xhosa
Noluvuyo,,With joyfulness,Xhosa
Nomabhongo,,With pride,Xhosa
Nomakhephu,,Snowy girl,Xhosa
Nomakhwezi,,Star,Xhosa
Nomalizo,,Alms,Xhosa
Nomantombazana,,Little girls,Xhosa
Nomathamsanqa,,Good luck,Xhosa
Nomathemba,,Hopes,Xhosa
Nomawethu,,Our own people,Xhosa
Amahle,,The beautiful ones ,Zulu
Anele,,The last born ,Zulu
Andile,,"They have extended, the family is growing ",Zulu
Ayanda,,They augment (the family),Zulu
Ayize,,Let it happen/come ,Zulu
Bandile,,They have extended in number ,Zulu
Bheka,,Behold,Zulu
Bhekizizwe,,Look after the nations,Zulu
Bhekithemba,,Look after hope/look for hope,Zulu
Bonginkosi,,Thank the Lord,Zulu
Bongani,,Be thankful ,Zulu
Buyisiwe,,Returned,Zulu
Busisiwe,,Blessed,Zulu
Dingane,,One who is searching,Zulu
Dingani,,What do you need,Zulu
Duduzile,,Consoled,Zulu
Dumisani,,Praise God ,Zulu
Dumisile,,They have praised,Zulu
Gugu,,Precious/treasure,Zulu
Hlengiwe,,Redeemed ,Zulu
Jabulani (Jabu),,Rejoice,Zulu
Jabulile,,She is happy,Zulu
Khanyisile,,"Bringer of light, brought light",Zulu
Khethiwe,,"Chosen, the one who is chosen",Zulu
Kwanele,,It is enough,Zulu
Kholwa,,Believe,Zulu
Lwazi,,Knowledge; the one with knowledge,Zulu
Lindelani,,Wait,Zulu
Lindiwe,,Waited for,Zulu
Lindokuhle,,Wait for the best,Zulu
Londisizwe,,Protect/take care of the nation,Zulu
Mandla,,Power ,Zulu
Mandlenkosi,,Power of God,Zulu
Manelesi,,Satisfier,Zulu
Mbali,,Flower ,Zulu
Mbalenhle,,Beautiful flower ,Zulu
Minenhle,,Beautiful day ,Zulu
Mlungisi,,Fixer,Zulu
